#time,accel_x,accel_y,accel_z
37.610027,1036.288319,-1184.329507,-77988.521696
37.612468,444.123565,-444.123565,-78448.178995
37.614908,2220.617826,-592.164754,-77988.521696
37.617349,740.205942,-1184.329507,-77528.864398
37.619790,444.123565,-888.247130,-78448.178995
37.622230,740.205942,-148.041188,-77375.645298
37.624671,444.123565,-1036.288319,-78448.178995
37.627112,1184.329507,-888.247130,-77682.083497
37.629552,1036.288319,-740.205942,-77682.083497
37.631993,148.041188,148.041188,-77528.864398
37.634433,296.082377,-296.082377,-77835.302597
37.636874,592.164754,-296.082377,-78294.959896
37.639315,1036.288319,-444.123565,-77835.302597
37.641755,592.164754,-888.247130,-77988.521696
37.644196,888.247130,-888.247130,-77988.521696
37.646637,148.041188,-444.123565,-77988.521696
37.649077,592.164754,-148.041188,-78448.178995
37.651518,444.123565,148.041188,-77835.302597
37.653959,-148.041188,-888.247130,-77069.207099
37.656399,-148.041188,-444.123565,-78448.178995
37.658840,1036.288319,-1036.288319,-77835.302597
37.661281,296.082377,-888.247130,-78141.740796
37.663721,-148.041188,-1036.288319,-77682.083497
37.666162,-592.164754,-888.247130,-78754.617194
37.668603,888.247130,-888.247130,-78141.740796
37.671043,888.247130,-592.164754,-76762.768900
37.673484,1184.329507,-740.205942,-77835.302597
37.675924,4885.359217,592.164754,-78294.959896
37.678365,5181.441594,-2220.617826,-79367.493593
37.680806,11695.253884,-1480.411884,-76609.549800
37.683246,296.082377,-2072.576638,-79520.712692
37.685687,3552.988522,1332.370696,-76915.987999
37.688128,5921.647536,-1332.370696,-77682.083497
37.690568,6217.729913,-1924.535449,-78448.178995
37.693009,1924.535449,1776.494261,-76762.768900
37.695450,1628.453072,-1480.411884,-78601.398095
37.697890,0.000000,-1184.329507,-77222.426198
37.700331,1924.535449,-444.123565,-76609.549800
37.702772,888.247130,-1036.288319,-78141.740796
37.705212,11843.295072,148.041188,-77222.426198
37.707653,3701.029710,-1924.535449,-77682.083497
37.710133,-9178.553681,-2812.782580,-77835.302597
37.712613,-12879.583391,1184.329507,-75996.673402
37.715092,-3552.988522,-3256.906145,-79673.931792
37.717572,2664.741391,740.205942,-76915.987999
37.720052,1628.453072,-1776.494261,-78141.740796
37.722532,6809.894666,592.164754,-79061.055394
37.725012,-2664.741391,-2072.576638,-78294.959896
37.727491,-7698.141797,-296.082377,-76303.111601
37.729971,-6217.729913,-148.041188,-79827.150892
37.732451,5181.441594,-1036.288319,-76915.987999
37.734931,-2516.700203,-2072.576638,-79061.055394
37.737411,1776.494261,1184.329507,-74924.139704
